"AC Name","AC No.","Type","District","Winning Candidate","Party","Total Electors","Total Votes","Poll%","Margin","Margin %"
Mayureswar,290,GEN,Birbhum,Abhijit Roy,All India Trinamool Congress,223556,196622,88.0 %,12075,6.1%
Mayureswar,290,GEN,Birbhum,Abhijit Roy,All India Trinamool Congress,223556,196622,88.0 %,12075,6.1%
Medinipur,236,GEN,Paschim Medinipur,June Maliah,All India Trinamool Congress,266722,234970,88.1 %,24397,10.4%
Medinipur,236,GEN,Paschim Medinipur,June Maliah,All India Trinamool Congress,266722,234970,88.1 %,24397,10.4%
Mekliganj,1,SC,Koch Bihar,Adhikary Paresh Chandra,All India Trinamool Congress,216863,196297,90.5 %,14685,7.5%
Mekliganj,1,SC,Koch Bihar,Adhikary Paresh Chandra,All India Trinamool Congress,216863,196297,90.5 %,14685,7.5%
Memari,265,GEN,Barddhaman,Madhusudan Bhattacharya,All India Trinamool Congress,245683,217129,88.4 %,23078,10.6%
Memari,265,GEN,Barddhaman,Madhusudan Bhattacharya,All India Trinamool Congress,245683,217129,88.4 %,23078,10.6%
Minakhan,122,SC,North Twenty Four Parganas,Usha Rani Mondal,All India Trinamool Congress,225809,208412,92.3 %,55830,26.8%
Minakhan,122,SC,North Twenty Four Parganas,Usha Rani Mondal,All India Trinamool Congress,225809,208412,92.3 %,55830,26.8%
Monteswar,263,GEN,Barddhaman,Chowdhury Siddiqullah,All India Trinamool Congress,233626,207425,88.8 %,31805,15.3%
Monteswar,263,GEN,Barddhaman,Chowdhury Siddiqullah,All India Trinamool Congress,233626,207425,88.8 %,31805,15.3%
Mothabari,52,GEN,Maldah,Yeasmin Sabina,All India Trinamool Congress,183785,161004,87.6 %,56573,35.1%
Mothabari,52,GEN,Maldah,Yeasmin Sabina,All India Trinamool Congress,183785,161004,87.6 %,56573,35.1%
Moyna,206,GEN,Purba Medinipur,Ashoke Dinda,Bharatiya Janta Party,245063,223099,91.0 %,1260,0.6%
Moyna,206,GEN,Purba Medinipur,Ashoke Dinda,Bharatiya Janta Party,245063,223099,91.0 %,1260,0.6%
Murarai,294,GEN,Birbhum,Dr Mosarraf Hossain,All India Trinamool Congress,251210,216408,86.1 %,98246,45.4%
Murarai,294,GEN,Birbhum,Dr Mosarraf Hossain,All India Trinamool Congress,251210,216408,86.1 %,98246,45.4%
Murshidabad,64,GEN,Murshidabad,Gouri Sankar Ghosh,Bharatiya Janta Party,255962,226327,88.4 %,2491,1.1%
Murshidabad,64,GEN,Murshidabad,Gouri Sankar Ghosh,Bharatiya Janta Party,255962,226327,88.4 %,2491,1.1%
Nabadwip,84,GEN,Nadia,Pundarikakshya Saha,All India Trinamool Congress,237428,208245,87.7 %,18571,8.9%
Nabadwip,84,GEN,Nadia,Pundarikakshya Saha,All India Trinamool Congress,237428,208245,87.7 %,18571,8.9%
Nabagram,65,SC,Murshidabad,Kanai Chandra Mondal,All India Trinamool Congress,239811,205887,85.9 %,35533,17.3%
Nabagram,65,SC,Murshidabad,Kanai Chandra Mondal,All India Trinamool Congress,239811,205887,85.9 %,35533,17.3%
Nagrakata,21,ST,Jalpaiguri,Puna Bhengra,Bharatiya Janta Party,226232,185715,82.1 %,23475,12.6%
Nagrakata,21,ST,Jalpaiguri,Puna Bhengra,Bharatiya Janta Party,226232,185715,82.1 %,23475,12.6%
Naihati,104,GEN,North Twenty Four Parganas,Partha Bhowmick,All India Trinamool Congress,188559,154767,82.1 %,18855,12.2%
Naihati,104,GEN,North Twenty Four Parganas,Partha Bhowmick,All India Trinamool Congress,188559,154767,82.1 %,18855,12.2%
Nakashipara,81,GEN,Nadia,Kallol Khan,All India Trinamool Congress,235249,208424,88.6 %,21271,10.2%
Nakashipara,81,GEN,Nadia,Kallol Khan,All India Trinamool Congress,235249,208424,88.6 %,21271,10.2%
Nalhati,293,GEN,Birbhum,Rajendra Prasad Singh (RAJU SINGH),All India Trinamool Congress,232366,205796,88.6 %,56905,27.7%
Nalhati,293,GEN,Birbhum,Rajendra Prasad Singh (RAJU SINGH),All India Trinamool Congress,232366,205796,88.6 %,56905,27.7%
Nandakumar,207,GEN,Purba Medinipur,Sukumar De,All India Trinamool Congress,244675,225802,92.3 %,5406,2.4%
Nandakumar,207,GEN,Purba Medinipur,Sukumar De,All India Trinamool Congress,244675,225802,92.3 %,5406,2.4%
Nandigram,210,GEN,Purba Medinipur,Adhikari Suvendu,Bharatiya Janta Party,247251,227315,91.9 %,1956,0.9%
Nandigram,210,GEN,Purba Medinipur,Adhikari Suvendu,Bharatiya Janta Party,247251,227315,91.9 %,1956,0.9%
Nanoor,287,SC,Birbhum,Bidhan Chandra Majhi,All India Trinamool Congress,265933,233179,87.7 %,6670,2.9%
Nanoor,287,SC,Birbhum,Bidhan Chandra Majhi,All India Trinamool Congress,265933,233179,87.7 %,6670,2.9%
Naoda,74,GEN,Murshidabad,Sahina Momtaz Khan,All India Trinamool Congress,234722,201041,85.7 %,74153,36.9%
Naoda,74,GEN,Murshidabad,Sahina Momtaz Khan,All India Trinamool Congress,234722,201041,85.7 %,74153,36.9%
Narayangarh,225,GEN,Paschim Medinipur,Atta Surja Kanta,All India Trinamool Congress,234752,215994,92.0 %,2416,1.1%
Narayangarh,225,GEN,Paschim Medinipur,Atta Surja Kanta,All India Trinamool Congress,234752,215994,92.0 %,2416,1.1%
Natabari,8,GEN,Koch Bihar,Mihir Goswami,Bharatiya Janta Party,235277,216027,91.8 %,23440,10.9%
Natabari,8,GEN,Koch Bihar,Mihir Goswami,Bharatiya Janta Party,235277,216027,91.8 %,23440,10.9%
Nayagram,220,ST,Paschim Medinipur,Dulal Murmu,All India Trinamool Congress,218673,189268,86.6 %,22754,12.0%
Nayagram,220,ST,Paschim Medinipur,Dulal Murmu,All India Trinamool Congress,218673,189268,86.6 %,22754,12.0%
Noapara,107,GEN,North Twenty Four Parganas,Manju Basu,All India Trinamool Congress,252440,189748,75.2 %,26710,14.1%
Noapara,107,GEN,North Twenty Four Parganas,Manju Basu,All India Trinamool Congress,252440,189748,75.2 %,26710,14.1%
Onda,254,GEN,Bankura,Amarnath  Shakha,Bharatiya Janta Party,244130,220880,90.5 %,11551,5.2%
Onda,254,GEN,Bankura,Amarnath  Shakha,Bharatiya Janta Party,244130,220880,90.5 %,11551,5.2%
Palashipara,79,GEN,Nadia,Dr. Manik Bhattacharya,All India Trinamool Congress,232399,201731,86.8 %,51336,25.4%
Palashipara,79,GEN,Nadia,Dr. Manik Bhattacharya,All India Trinamool Congress,232399,201731,86.8 %,51336,25.4%
Panchla,175,GEN,Haora,Gulsan Mullick,All India Trinamool Congress,250553,214598,85.6 %,32751,15.3%
Panchla,175,GEN,Haora,Gulsan Mullick,All India Trinamool Congress,250553,214598,85.6 %,32751,15.3%
Pandabeswar,275,GEN,Barddhaman,Narendranath Chakraborty,All India Trinamool Congress,199797,161556,80.9 %,3803,2.4%
Pandabeswar,275,GEN,Barddhaman,Narendranath Chakraborty,All India Trinamool Congress,199797,161556,80.9 %,3803,2.4%
Pandua,192,GEN,Hugli,Dr. Ratna De Nag,All India Trinamool Congress,259904,221500,85.2 %,31858,14.4%
Pandua,192,GEN,Hugli,Dr. Ratna De Nag,All India Trinamool Congress,259904,221500,85.2 %,31858,14.4%
Panihati,111,GEN,North Twenty Four Parganas,Nirmal Ghosh,All India Trinamool Congress,222229,172022,77.4 %,25177,14.6%
Panihati,111,GEN,North Twenty Four Parganas,Nirmal Ghosh,All India Trinamool Congress,222229,172022,77.4 %,25177,14.6%
Panskura Paschim,205,GEN,Purba Medinipur,Phiroja Bibi,All India Trinamool Congress,262483,232804,88.7 %,8889,3.8%
Panskura Paschim,205,GEN,Purba Medinipur,Phiroja Bibi,All India Trinamool Congress,262483,232804,88.7 %,8889,3.8%
Panskura Purba,204,GEN,Purba Medinipur,Biplab Roy Chowdhury,All India Trinamool Congress,227376,197217,86.7 %,9660,4.9%
Panskura Purba,204,GEN,Purba Medinipur,Biplab Roy Chowdhury,All India Trinamool Congress,227376,197217,86.7 %,9660,4.9%
Para,245,SC,Puruliya,Nadiar Chand Bouri,Bharatiya Janta Party,231576,190364,82.2 %,4007,2.1%
Para,245,SC,Puruliya,Nadiar Chand Bouri,Bharatiya Janta Party,231576,190364,82.2 %,4007,2.1%
Patashpur,212,GEN,Purba Medinipur,Uttam Barik,All India Trinamool Congress,227959,207966,91.2 %,9994,4.8%
Patashpur,212,GEN,Purba Medinipur,Uttam Barik,All India Trinamool Congress,227959,207966,91.2 %,9994,4.8%
Patharpratima,130,GEN,South  Twenty Four Parganas,Samir Kumar Jana,All India Trinamool Congress,252614,230572,91.3 %,22134,9.6%
Patharpratima,130,GEN,South  Twenty Four Parganas,Samir Kumar Jana,All India Trinamool Congress,252614,230572,91.3 %,22134,9.6%
Phansidewa,27,ST,Darjiling,Durga Murmu,Bharatiya Janta Party,224231,205015,91.4 %,27711,13.5%
Phansidewa,27,ST,Darjiling,Durga Murmu,Bharatiya Janta Party,224231,205015,91.4 %,27711,13.5%
Pingla,227,GEN,Paschim Medinipur,Ajit Maity,All India Trinamool Congress,245184,226596,92.4 %,6656,2.9%
Pingla,227,GEN,Paschim Medinipur,Ajit Maity,All India Trinamool Congress,245184,226596,92.4 %,6656,2.9%
Purbasthali Dakshin,268,GEN,Barddhaman,Swapan Debnath,All India Trinamool Congress,240476,213791,88.9 %,17410,8.1%
Purbasthali Dakshin,268,GEN,Barddhaman,Swapan Debnath,All India Trinamool Congress,240476,213791,88.9 %,17410,8.1%
Purbasthali Uttar,269,GEN,Barddhaman,Tapan Chatterjee,All India Trinamool Congress,242371,210993,87.1 %,6706,3.2%
Purbasthali Uttar,269,GEN,Barddhaman,Tapan Chatterjee,All India Trinamool Congress,242371,210993,87.1 %,6706,3.2%
Pursurah,199,GEN,Hugli,Biman Ghosh,Bharatiya Janta Party,251927,220286,87.4 %,28178,12.8%
Pursurah,199,GEN,Hugli,Biman Ghosh,Bharatiya Janta Party,251927,220286,87.4 %,28178,12.8%
Purulia,242,GEN,Puruliya,Sudip Kumar Mukherjee,Bharatiya Janta Party,243871,204280,83.8 %,7018,3.4%
Purulia,242,GEN,Puruliya,Sudip Kumar Mukherjee,Bharatiya Janta Party,243871,204280,83.8 %,7018,3.4%
Raghunathganj,59,GEN,Murshidabad,Akhruzzaman,All India Trinamool Congress,231520,187540,81.0 %,98313,52.4%
Raghunathganj,59,GEN,Murshidabad,Akhruzzaman,All India Trinamool Congress,231520,187540,81.0 %,98313,52.4%
Raghunathpur,246,SC,Puruliya,Vivekananda Bauri,Bharatiya Janta Party,248223,211133,85.1 %,5438,2.6%
Raghunathpur,246,SC,Puruliya,Vivekananda Bauri,Bharatiya Janta Party,248223,211133,85.1 %,5438,2.6%
Raidighi,134,GEN,South  Twenty Four Parganas,Aloke Jaldata,All India Trinamool Congress,261442,237258,90.7 %,35568,15.0%
Raidighi,134,GEN,South  Twenty Four Parganas,Aloke Jaldata,All India Trinamool Congress,261442,237258,90.7 %,35568,15.0%
Raiganj,35,GEN,Uttar Dinajpur,Krishna Kalyani,Bharatiya Janta Party,190893,158879,83.2 %,20748,13.1%
Raiganj,35,GEN,Uttar Dinajpur,Krishna Kalyani,Bharatiya Janta Party,190893,158879,83.2 %,20748,13.1%
Raina,261,SC,Barddhaman,Shampa Dhara,All India Trinamool Congress,248311,227603,91.7 %,18205,8.0%
Raina,261,SC,Barddhaman,Shampa Dhara,All India Trinamool Congress,248311,227603,91.7 %,18205,8.0%
Raipur,250,ST,Bankura,Mrityunjoy Murmu,All India Trinamool Congress,216032,191490,88.6 %,19398,10.1%
Raipur,250,ST,Bankura,Mrityunjoy Murmu,All India Trinamool Congress,216032,191490,88.6 %,19398,10.1%
Rajarhat  Gopalpur,117,GEN,North Twenty Four Parganas,Aditi Munshi,All India Trinamool Congress,239634,176465,73.6 %,25296,14.3%
Rajarhat  Gopalpur,117,GEN,North Twenty Four Parganas,Aditi Munshi,All India Trinamool Congress,239634,176465,73.6 %,25296,14.3%
Rajarhat New Town,115,GEN,North Twenty Four Parganas,Tapash Chatterjee,All India Trinamool Congress,259079,232874,89.9 %,56432,24.2%
Rajarhat New Town,115,GEN,North Twenty Four Parganas,Tapash Chatterjee,All India Trinamool Congress,259079,232874,89.9 %,56432,24.2%
Rajganj,18,SC,Jalpaiguri,Khageswar Roy,All India Trinamool Congress,233909,212580,90.9 %,15773,7.4%
Rajganj,18,SC,Jalpaiguri,Khageswar Roy,All India Trinamool Congress,233909,212580,90.9 %,15773,7.4%
Ramnagar,217,GEN,Purba Medinipur,Akhil Giri,All India Trinamool Congress,255099,220827,86.6 %,12517,5.7%
Ramnagar,217,GEN,Purba Medinipur,Akhil Giri,All India Trinamool Congress,255099,220827,86.6 %,12517,5.7%
Rampurhat,291,GEN,Birbhum,Asish Banerjee,All India Trinamool Congress,248899,213942,86.0 %,8472,4.0%
Rampurhat,291,GEN,Birbhum,Asish Banerjee,All India Trinamool Congress,248899,213942,86.0 %,8472,4.0%
Ranaghat Dakshin,90,SC,Nadia,Mukut Mani Adhikari,Bharatiya Janta Party,274684,240110,87.4 %,16515,6.9%
Ranaghat Dakshin,90,SC,Nadia,Mukut Mani Adhikari,Bharatiya Janta Party,274684,240110,87.4 %,16515,6.9%
Ranaghat Uttar Paschim,87,GEN,Nadia,Parthasarathi Chatterjee,Bharatiya Janta Party,254865,220935,86.7 %,23128,10.5%
Ranaghat Uttar Paschim,87,GEN,Nadia,Parthasarathi Chatterjee,Bharatiya Janta Party,254865,220935,86.7 %,23128,10.5%
Ranaghat Uttar Purba,89,SC,Nadia,Ashim Biswas,Bharatiya Janta Party,253915,212377,83.6 %,31782,15.0%
Ranaghat Uttar Purba,89,SC,Nadia,Ashim Biswas,Bharatiya Janta Party,253915,212377,83.6 %,31782,15.0%
Ranibandh,249,ST,Bankura,Jyotsna Mandi,All India Trinamool Congress,244860,206944,84.5 %,3939,1.9%
Ranibandh,249,ST,Bankura,Jyotsna Mandi,All India Trinamool Congress,244860,206944,84.5 %,3939,1.9%
Raniganj,278,GEN,Barddhaman,Tapas Banerjee,All India Trinamool Congress,238856,180205,75.4 %,3556,2.0%
Raniganj,278,GEN,Barddhaman,Tapas Banerjee,All India Trinamool Congress,238856,180205,75.4 %,3556,2.0%
Raninagar,63,GEN,Murshidabad,Abdul Soumik Hossain,All India Trinamool Congress,243494,219242,90.0 %,79702,36.4%
Raninagar,63,GEN,Murshidabad,Abdul Soumik Hossain,All India Trinamool Congress,243494,219242,90.0 %,79702,36.4%
Rashbehari,160,GEN,Kolkata,Debasish Kumar,All India Trinamool Congress,199116,122793,61.7 %,21414,17.4%
Rashbehari,160,GEN,Kolkata,Debasish Kumar,All India Trinamool Congress,199116,122793,61.7 %,21414,17.4%
Ratua,48,GEN,Maldah,Samar Mukherjee,All India Trinamool Congress,263854,217097,82.3 %,75650,34.8%
Ratua,48,GEN,Maldah,Samar Mukherjee,All India Trinamool Congress,263854,217097,82.3 %,75650,34.8%
Rejinagar,70,GEN,Murshidabad,Rabiul Alam Chowdhury,All India Trinamool Congress,245863,208885,85.0 %,68268,32.7%
Rejinagar,70,GEN,Murshidabad,Rabiul Alam Chowdhury,All India Trinamool Congress,245863,208885,85.0 %,68268,32.7%
Sabang,226,GEN,Paschim Medinipur,Manas Ranjan Bhunia,All India Trinamool Congress,255603,234667,91.8 %,9864,4.2%
Sabang,226,GEN,Paschim Medinipur,Manas Ranjan Bhunia,All India Trinamool Congress,255603,234667,91.8 %,9864,4.2%
Sagar,132,GEN,South  Twenty Four Parganas,Bankim Chandra Hazra,All India Trinamool Congress,261341,238042,91.1 %,29846,12.5%
Sagar,132,GEN,South  Twenty Four Parganas,Bankim Chandra Hazra,All India Trinamool Congress,261341,238042,91.1 %,29846,12.5%
Sagardighi,60,GEN,Murshidabad,Subrata Saha,All India Trinamool Congress,224178,185111,82.6 %,50206,27.1%
Sagardighi,60,GEN,Murshidabad,Subrata Saha,All India Trinamool Congress,224178,185111,82.6 %,50206,27.1%
Sainthia,289,SC,Birbhum,Nilabati Saha,All India Trinamool Congress,246471,220124,89.3 %,15243,6.9%
Sainthia,289,SC,Birbhum,Nilabati Saha,All India Trinamool Congress,246471,220124,89.3 %,15243,6.9%
Salboni,234,GEN,Paschim Medinipur,Srikanta Mahata,All India Trinamool Congress,265394,247230,93.2 %,32644,13.2%
Salboni,234,GEN,Paschim Medinipur,Srikanta Mahata,All India Trinamool Congress,265394,247230,93.2 %,32644,13.2%
Saltora,247,SC,Bankura,Bauri Chandana,Bharatiya Janta Party,224495,199050,88.7 %,4145,2.1%
Saltora,247,SC,Bankura,Bauri Chandana,Bharatiya Janta Party,224495,199050,88.7 %,4145,2.1%
Sandeshkhali,123,ST,North Twenty Four Parganas,Sukumar Mahata,All India Trinamool Congress,229365,203331,88.6 %,39685,19.5%
Sandeshkhali,123,ST,North Twenty Four Parganas,Sukumar Mahata,All India Trinamool Congress,229365,203331,88.6 %,39685,19.5%
Sankrail,174,SC,Haora,Priya Paul,All India Trinamool Congress,259990,220277,84.7 %,40427,18.4%
Sankrail,174,SC,Haora,Priya Paul,All India Trinamool Congress,259990,220277,84.7 %,40427,18.4%
Santipur,86,GEN,Nadia,Jagannath Sarkar,Bharatiya Janta Party,241941,217307,89.8 %,15878,7.3%
Santipur,86,GEN,Nadia,Jagannath Sarkar,Bharatiya Janta Party,241941,217307,89.8 %,15878,7.3%
Saptagram,193,GEN,Hugli,Tapan Dasgupta,All India Trinamool Congress,225494,189153,83.9 %,9772,5.2%
Saptagram,193,GEN,Hugli,Tapan Dasgupta,All India Trinamool Congress,225494,189153,83.9 %,9772,5.2%
Satgachhia,145,GEN,South  Twenty Four Parganas,Mohan Chandra Naskar,All India Trinamool Congress,258613,234169,90.5 %,23318,10.0%
Satgachhia,145,GEN,South  Twenty Four Parganas,Mohan Chandra Naskar,All India Trinamool Congress,258613,234169,90.5 %,23318,10.0%
Shibpur,172,GEN,Haora,Manoj Tiwary,All India Trinamool Congress,221799,180307,81.3 %,32603,18.1%
Shibpur,172,GEN,Haora,Manoj Tiwary,All India Trinamool Congress,221799,180307,81.3 %,32603,18.1%
Shyampukur,166,GEN,Kolkata,Dr. Shashi Panja,All India Trinamool Congress,172028,101907,59.2 %,22520,22.1%
Shyampukur,166,GEN,Kolkata,Dr. Shashi Panja,All India Trinamool Congress,172028,101907,59.2 %,22520,22.1%
Shyampur,179,GEN,Haora,Kalipada Mandal,All India Trinamool Congress,250340,220747,88.2 %,31511,14.3%
Shyampur,179,GEN,Haora,Kalipada Mandal,All India Trinamool Congress,250340,220747,88.2 %,31511,14.3%
Siliguri,26,GEN,Darjiling,Sankar Ghosh,Bharatiya Janta Party,215514,176576,81.9 %,35586,20.2%
Siliguri,26,GEN,Darjiling,Sankar Ghosh,Bharatiya Janta Party,215514,176576,81.9 %,35586,20.2%
Singur,188,GEN,Hugli,Becharam Manna,All India Trinamool Congress,241249,207593,86.0 %,25923,12.5%
Singur,188,GEN,Hugli,Becharam Manna,All India Trinamool Congress,241249,207593,86.0 %,25923,12.5%
Sitai,6,SC,Koch Bihar,Jagadish Chandra Barma Basunia,All India Trinamool Congress,277195,237001,85.5 %,10112,4.3%
Sitai,6,SC,Koch Bihar,Jagadish Chandra Barma Basunia,All India Trinamool Congress,277195,237001,85.5 %,10112,4.3%
Sitalkuchi,5,SC,Koch Bihar,Baren Chandra Barman,Bharatiya Janta Party,275718,243223,88.2 %,17815,7.3%
Sitalkuchi,5,SC,Koch Bihar,Baren Chandra Barman,Bharatiya Janta Party,275718,243223,88.2 %,17815,7.3%
Sonamukhi,258,SC,Bankura,Dibakar Gharami,Bharatiya Janta Party,224381,205663,91.7 %,10888,5.3%
Sonamukhi,258,SC,Bankura,Dibakar Gharami,Bharatiya Janta Party,224381,205663,91.7 %,10888,5.3%
Sonarpur Dakshin,147,GEN,South  Twenty Four Parganas,Arundhuti Maitra (LOVELY),All India Trinamool Congress,268509,230257,85.8 %,26181,11.4%
Sonarpur Dakshin,147,GEN,South  Twenty Four Parganas,Arundhuti Maitra (LOVELY),All India Trinamool Congress,268509,230257,85.8 %,26181,11.4%
Sonarpur Uttar,151,GEN,South  Twenty Four Parganas,Firdousi Begum,All India Trinamool Congress,274565,238381,86.8 %,36090,15.1%
Sonarpur Uttar,151,GEN,South  Twenty Four Parganas,Firdousi Begum,All India Trinamool Congress,274565,238381,86.8 %,36090,15.1%
Sreerampur,186,GEN,Hugli,Dr. Sudipto Roy,All India Trinamool Congress,239339,185681,77.6 %,23433,12.6%
Sreerampur,186,GEN,Hugli,Dr. Sudipto Roy,All India Trinamool Congress,239339,185681,77.6 %,23433,12.6%
Sujapur,53,GEN,Maldah,Md Abdul Ghani,All India Trinamool Congress,229432,206064,89.8 %,130163,63.2%
Sujapur,53,GEN,Maldah,Md Abdul Ghani,All India Trinamool Congress,229432,206064,89.8 %,130163,63.2%
Suri,285,GEN,Birbhum,Bikash Roychoudhury,All India Trinamool Congress,252698,216755,85.8 %,7320,3.4%
Suri,285,GEN,Birbhum,Bikash Roychoudhury,All India Trinamool Congress,252698,216755,85.8 %,7320,3.4%
Suti,57,GEN,Murshidabad,Emani Biswas,All India Trinamool Congress,244288,213604,87.4 %,70701,33.1%
Suti,57,GEN,Murshidabad,Emani Biswas,All India Trinamool Congress,244288,213604,87.4 %,70701,33.1%
Swarupnagar,98,SC,North Twenty Four Parganas,Bina Mondal,All India Trinamool Congress,238752,210548,88.2 %,34800,16.5%
Swarupnagar,98,SC,North Twenty Four Parganas,Bina Mondal,All India Trinamool Congress,238752,210548,88.2 %,34800,16.5%
Taldangra,251,GEN,Bankura,Arup Chakraborty,All India Trinamool Congress,225032,199668,88.7 %,12377,6.2%
Taldangra,251,GEN,Bankura,Arup Chakraborty,All India Trinamool Congress,225032,199668,88.7 %,12377,6.2%
Tamluk,203,GEN,Purba Medinipur,Saumen Kumar Mahapatra,All India Trinamool Congress,255627,234895,91.9 %,793,0.3%
Tamluk,203,GEN,Purba Medinipur,Saumen Kumar Mahapatra,All India Trinamool Congress,255627,234895,91.9 %,793,0.3%
Tapan,40,ST,Dakshin Dinajpur,Budhrai Tudu,Bharatiya Janta Party,208354,184606,88.6 %,1650,0.9%
Tapan,40,ST,Dakshin Dinajpur,Budhrai Tudu,Bharatiya Janta Party,208354,184606,88.6 %,1650,0.9%
Tarakeswar,198,GEN,Hugli,Ramendu Sinharay,All India Trinamool Congress,232452,203165,87.4 %,7484,3.7%
Tarakeswar,198,GEN,Hugli,Ramendu Sinharay,All India Trinamool Congress,232452,203165,87.4 %,7484,3.7%
Tehatta,78,GEN,Nadia,Tapas Kumar Saha,All India Trinamool Congress,244793,216373,88.4 %,6915,3.2%
Tehatta,78,GEN,Nadia,Tapas Kumar Saha,All India Trinamool Congress,244793,216373,88.4 %,6915,3.2%
Tollyganj,152,GEN,South  Twenty Four Parganas,Aroop Biswas,All India Trinamool Congress,257958,195055,75.6 %,50080,25.7%
Tollyganj,152,GEN,South  Twenty Four Parganas,Aroop Biswas,All India Trinamool Congress,257958,195055,75.6 %,50080,25.7%
Tufanganj,9,GEN,Koch Bihar,Malati Rava Roy,Bharatiya Janta Party,225957,207309,91.7 %,31198,15.0%
Tufanganj,9,GEN,Koch Bihar,Malati Rava Roy,Bharatiya Janta Party,225957,207309,91.7 %,31198,15.0%
Udaynarayanpur,182,GEN,Haora,Samir Kumar Panja,All India Trinamool Congress,227490,196991,86.6 %,13998,7.1%
Udaynarayanpur,182,GEN,Haora,Samir Kumar Panja,All India Trinamool Congress,227490,196991,86.6 %,13998,7.1%
Uluberia Dakshin,178,GEN,Haora,Pulak Roy,All India Trinamool Congress,226454,200792,88.7 %,28438,14.2%
Uluberia Dakshin,178,GEN,Haora,Pulak Roy,All India Trinamool Congress,226454,200792,88.7 %,28438,14.2%
Uluberia Purba,176,GEN,Haora,Bidesh Ranjan Bose,All India Trinamool Congress,220529,190910,86.6 %,17126,9.0%
Uluberia Purba,176,GEN,Haora,Bidesh Ranjan Bose,All India Trinamool Congress,220529,190910,86.6 %,17126,9.0%
Uluberia Uttar,177,SC,Haora,Dr. Nirmal Maji,All India Trinamool Congress,215010,184532,85.8 %,21003,11.4%
Uluberia Uttar,177,SC,Haora,Dr. Nirmal Maji,All India Trinamool Congress,215010,184532,85.8 %,21003,11.4%
Uttarpara,185,GEN,Hugli,Kanchan Mullick,All India Trinamool Congress,249369,196541,78.8 %,35989,18.3%
Uttarpara,185,GEN,Hugli,Kanchan Mullick,All India Trinamool Congress,249369,196541,78.8 %,35989,18.3%